time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,7,3,0,0
2026-04-11 00:00:00+00:00,10,8,0,0
2026-04-12 00:00:00+00:00,28,11,0,0
2026-04-13 00:00:00+00:00,24,7,0,0
2026-04-14 00:00:00+00:00,15,6,0,0
2026-04-15 00:00:00+00:00,14,5,0,0
2026-04-16 00:00:00+00:00,24,7,0,0
2026-04-17 00:00:00+00:00,35,11,0,0
2026-04-18 00:00:00+00:00,29,11,0,0
2026-04-19 00:00:00+00:00,20,10,0,0
2026-04-20 00:00:00+00:00,67,27,0,0
2026-04-21 00:00:00+00:00,45,20,0,0
2026-04-22 00:00:00+00:00,78,27,0,0
2026-04-23 00:00:00+00:00,89,31,0,0
