time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-10 00:00:00+00:00,18,9,0,0
2026-06-11 00:00:00+00:00,16,5,0,0
2026-06-12 00:00:00+00:00,29,9,0,0
2026-06-13 00:00:00+00:00,17,6,0,0
2026-06-14 00:00:00+00:00,19,7,0,0
2026-06-15 00:00:00+00:00,17,6,0,0
2026-06-16 00:00:00+00:00,12,5,0,0
2026-06-17 00:00:00+00:00,19,6,0,0
2026-06-18 00:00:00+00:00,15,5,0,0
2026-06-19 00:00:00+00:00,40,10,0,0
2026-06-20 00:00:00+00:00,20,5,0,0
2026-06-21 00:00:00+00:00,46,13,0,0
2026-06-22 00:00:00+00:00,43,11,1,1
2026-06-23 00:00:00+00:00,39,9,0,0
